SUBS_KEY,TARGET,OG_MOU_F4,IC_MOU_F4,OG_CALLS_F4,IC_CALLS_F4,RCHG_AMOUNT_F4,CNT_RCHG_F4,AVG_MBL_F4,IC_OG_RATIO_F4,OG_MOU_F7,IC_MOU_F7,OG_CALLS_F7,IC_CALLS_F7,RCHG_AMOUNT_F7,CNT_RCHG_F7,AVG_MBL_F7,IC_OG_RATIO_F7,OG_MOU_F10,IC_MOU_F10,OG_CALLS_F10,IC_CALLS_F10,RCHG_AMOUNT_F10,CNT_RCHG_F10,AVG_MBL_F10,IC_OG_RATIO_F10,DS_IC_MOU_F4,DS_IC_MOU_F7,DS_IC_MOU_F10,DS_OG_MOU_F4,DS_OG_MOU_F7,DS_OG_MOU_F10,DS_OG_CALLS_F4,DS_OG_CALLS_F7,DS_OG_CALLS_F10,DS_IC_CALLS_F4,DS_IC_CALLS_F7,DS_IC_CALLS_F10,DS_RCHG_MRP_F4,DS_RCHG_MRP_F7,DS_RCHG_MRP_F10,DS_RCHG_MRP_F4_EX1,DS_RCHG_MRP_F7_EX1,DS_RCHG_MRP_F10_EX1,SUBS_ACTIVATION_DT,ACTIVATION_DT,DAY_END_MBL_F4,DAY_END_MBL_F7,DAY_END_MBL_F10,SLP_MBL_F4,SLP_MBL_F7,SLP_MBL_F10,SLP_OGMOU_F4,SLP_OGMOU_F7,SLP_OGMOU_F10,SLP_ICMOU_F4,SLP_ICMOU_F7,SLP_ICMOU_F10,SD_MBL_F4,SD_MBL_F7,SD_MBL_F10,SD_OGMOU_F4,SD_OGMOU_F7,SD_OGMOU_F10,SD_ICMOU_F4,SD_ICMOU_F7,SD_ICMOU_F10,MAX_MBL_F4_EX1,MAX_MBL_F7_EX1,MAX_MBL_F10_EX1,MAX_MBL_F4,MAX_MBL_F7,MAX_MBL_F10,MAX_MRP_HIGH_AMT_F4,MAX_MRP_HIGH_AMT_F7,MAX_MRP_HIGH_AMT_F10,CNT_VLR_INS_F4,CNT_VLR_INS_F7,CNT_VLR_INS_F10,CNT_STD_INS_F4,CNT_STD_INS_F7,CNT_STD_INS_F10,CNT_STD_OG_INS_F4,CNT_STD_OG_INS_F7,CNT_STD_OG_INS_F10,CNT_STD_IC_INS_F4,CNT_STD_IC_INS_F7,CNT_STD_IC_INS_F10,CNT_ROAM_INS_F4,CNT_ROAM_INS_F7,CNT_ROAM_INS_F10,CNT_SMS_INS_F4,CNT_SMS_INS_F7,CNT_SMS_INS_F10,CNT_DEC_INS_F4,CNT_DEC_INS_F7,CNT_DEC_INS_F10,AVG_NIG_USG_F4,AVG_NIG_USG_F7,AVG_NIG_USG_F10,AVG_STD_USG_F4,AVG_STD_USG_F7,AVG_STD_USG_F10,DND,DND_INFO,CHG_IC_MOU_L5_F5,USAGE_SPREAD,SUM_RCHG_MRP_L10,TARGET_21_30
623579105,0,15.62,0.62,18,2,245,2,36.65,0.04,16.67,0.62,22,2,245,2,48.8,0.04,20.87,4,28,6,245,2,52.83,0.19,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,41701,3,65.95,65,59.72,23.53,10.28,5.15,0.38,-0.73,-0.32,0.09,-0.02,0.17,35.81,29.51,24.97,3.92,3.38,3.02,0.19,0.16,1.06,69.05,69.05,69.05,69.05,69.05,69.05,175,175,175,3,6,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0.01,0,0,4.49,0.12,245,0
623579106,0,1.52,10.77,3,4,168,2,120.36,7.1,58.97,18.17,14,8,168,2,134.22,0.31,129.63,152.97,34,26,168,2,131.12,1.18,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,41701,3,172.52,148.27,115.07,41.85,14.17,3.28,0.34,3.25,2.83,3.14,0.25,5.3,60.46,46.17,38.24,0.46,15.41,15.46,5.09,4.36,23.09,172.92,172.92,172.92,172.92,172.92,172.92,110,110,110,3,6,9,0,1,3,0,1,3,0,0,1,0,0,0,1,1,2,2,4,7,0,0,0,0,0.28,0.14,0,0,6.42,0.14,168,0
623579144,0,7.68,0,4,0,57,4,11.94,0,7.68,2.7,4,1,252,6,19.42,0.35,9.82,2.7,6,1,252,6,25.25,0.28,19,5,5,1,1,1,1,1,1,19,5,5,0,0,0,2,2,2,41701,3,7.9,40.14,38.22,-5.96,3.83,3.75,-0.55,-0.51,-0.22,0,0.19,0.02,9.41,15.71,15.91,3.16,2.46,2.1,0,1.02,0.85,15.56,40.14,40.14,23,40.14,40.14,29,155,155,3,6,9,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0.08,252,0
623579145,0,14.88,0.6,6,1,18,1,14.06,0.04,22.93,2.43,11,4,18,1,8.13,0.11,22.93,2.43,11,4,18,1,5.77,0.11,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,19,19,19,41701,3,5.07,0.24,0.24,-3.59,-3.6,-2.23,-1.49,-0.77,-0.68,0.18,0.07,-0.02,5.99,8.51,7.93,4.75,4.33,3.88,0.3,0.69,0.59,17.05,17.05,17.05,17.05,17.05,17.05,18,18,18,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0.67,0.43,0.43,0,0,0,0,0,-1,0.06,18,1
623579146,0,10.43,0.2,8,1,58,1,62.26,0.02,17.88,0.2,14,1,128,2,69.2,0.01,26.73,0.55,18,2,128,2,84.87,0.02,3,3,3,1,1,1,1,1,1,3,3,3,0,0,0,19,5,5,41701,3,57.88,123.58,120.38,-3.04,5.34,8.42,2.12,0.41,0.19,0.06,0,0.01,4.21,24.35,32.14,3.73,2.95,3.41,0.1,0.08,0.12,61.58,123.58,123.58,68,123.58,123.58,58,70,70,3,6,9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,0,0,0.75,0.12,128,0
623579147,0,71.43,19.42,60,26,112,2,103.4,0.27,124.58,35.52,110,52,112,2,85.24,0.29,257.7,114.93,210,119,172,4,66.31,0.45,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,8,41701,3,83.8,51.3,43.5,-13.1,-12.12,-11.89,8.32,1.68,3.49,3,0.25,3.05,17.04,26.27,38.64,13.63,9.81,17.71,3.9,4.43,11.97,112.9,112.9,112.9,121.6,121.6,121.6,58,58,58,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,7,10,0.01,0.01,0,0,0,0,0,0,1.64,0.26,172,0
623579148,0,14.32,4.4,1,5,257,2,66.5,0.31,18.32,4.4,2,5,257,2,63.89,0.24,18.32,9.48,2,8,257,2,62.84,0.52,1,1,1,3,3,3,3,3,3,1,1,1,0,0,0,0,0,0,41701,3,62,60.4,60.4,-1.8,-1.63,-1,4.29,0.14,-0.28,-0.35,-0.3,0.09,3,3.89,3.59,7.16,5.37,4.56,2.05,1.56,1.87,68,68,68,68,68,68,199,199,199,3,6,9,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,2,2,0,0,0.02,0.02,0.01,0.01,0,0,0.16,0.1,257,0
623579149,0,1.07,0,1,0,58,1,67.55,0,1.07,0,1,0,58,1,67.49,0,1.07,2.05,1,1,58,1,67.26,1.92,19,19,8,1,1,1,1,1,1,19,19,8,0,0,0,19,19,19,41701,3,67.4,67.4,66.4,-0.18,-0.06,-0.13,-0.11,-0.08,-0.05,0,0,0.09,0.3,0.23,0.49,0.53,0.4,0.34,0,0,0.65,67.4,67.4,67.4,68,68,68,58,58,58,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,29,1,0,0.04,58,0
623579150,0,49.65,67.45,8,23,70,1,8.43,1.36,57.68,86.63,9,37,100,2,15.5,1.5,58.73,94.72,11,47,100,2,13.23,1.61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,41701,3,5.26,16.91,4.81,-2.22,2.71,-0.16,-3.82,-2.48,-1.86,4.78,-1.14,-1.61,3.9,10.07,9.36,21.18,16.08,13.67,14.7,12.12,10.95,13.22,28.96,28.96,13.22,28.96,28.96,70,70,70,3,6,9,3,4,4,2,3,3,3,4,4,0,0,0,0,0,0,2,4,6,0,0,0,2.24,2.31,2.26,0,0,-0.69,0.2,100,0
623579151,0,0,0,0,0,58,1,68,999,1.1,0.6,3,2,58,1,67.6,0.55,2.58,4.35,6,4,58,1,67.08,1.68,19,5,5,19,4,4,19,4,4,19,5,5,0,0,0,19,19,19,41701,3,68,66.8,65.2,0,-0.21,-0.31,0,0.05,0.06,0,0.06,0.15,0,0.52,1.02,0,0.36,0.47,0,0.17,0.8,68,68,68,68,68,68,58,58,58,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0.12,58,0
623579152,0,19.8,0.25,3,1,58,1,43.25,0.01,23.83,0.25,7,1,58,1,38.09,0.01,23.83,0.25,7,1,58,1,36.02,0.01,2,2,2,1,1,1,1,1,1,2,2,2,0,0,0,19,19,19,41701,3,33.5,31.2,31.2,-10.68,-4.49,-2.4,-0.96,-1.09,-0.8,0.03,-0.01,-0.01,16.59,13.38,11.42,6.94,5.44,4.74,0.13,0.09,0.08,37.4,37.4,37.4,68,68,68,58,58,58,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,0,0,0,0,0,0,0,0,-1,0.06,58,1
623579153,0,0,0,0,0,58,1,68,999,40.45,22.07,25,30,58,1,55.99,0.55,58.5,29.42,45,40,58,1,46.84,0.5,19,4,4,19,4,4,19,4,4,19,4,4,0,0,0,19,19,19,41701,3,68,33.1,23.2,0,-6.49,-6.15,0,2.71,0.9,0,1.46,0.44,0,15.48,19.45,0,7.39,6.19,0,4.52,3.77,68,68,68,68,68,68,58,58,58,3,6,9,0,1,2,0,1,1,0,0,1,0,0,0,0,1,1,0,3,6,0,0.23,0.16,0,0,0.11,29,1,2.26,0.3,58,0
623579154,0,20.48,0,5,0,257,2,62.98,0,26.5,3.15,8,1,257,2,61.09,0.12,27.23,3.15,9,1,257,2,60.09,0.12,19,6,6,1,1,1,1,1,1,19,6,6,0,0,0,0,0,0,41701,3,60.5,57.9,57.5,-2.25,-1.4,-0.9,-1.24,-0.92,-0.75,0,0.34,0.06,3.4,3.39,3.2,8.95,6.55,5.62,0,1.19,1,61.7,61.7,61.7,68,68,68,199,199,199,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,0,0,0,0,0,0,0,0,0,0.12,257,0
623579155,1,0,0.68,11,1,0,0,5.75,999,0,0.68,11,1,0,0,3.75,999,0,0.68,11,1,0,0,2.96,999,3,3,3,19,19,19,0,0,0,3,3,3,19,19,19,19,19,19,41701,3,1.1,1.1,1.1,-2.63,-1.47,-0.84,0,0,0,0.2,0,-0.01,3.6,3.55,3.17,0,0,0,0.34,0.26,0.22,6,6,6,9.88,9.88,9.88,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,0.06,0,1
623579156,1,37.02,8.15,7,2,18,1,12.17,0.22,37.02,8.15,7,2,18,1,7.23,0.22,37.02,8.15,7,2,18,1,5.25,0.22,2,2,2,1,1,1,1,1,1,2,2,2,0,0,0,19,19,19,41701,3,0.63,0.63,0.63,-7.47,-3.81,-2.13,1.62,-1.69,-1.25,0.81,-0.29,-0.25,9.66,9.2,8.16,11.89,9.75,8.36,4.07,3.08,2.58,16.34,16.34,16.34,23,23,23,18,18,18,3,6,9,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,3,3,3,0.58,0.58,0.58,0.49,0.49,0.49,0,0,-1,0.1,18,0
623579241,0,5.97,3.37,9,5,48,1,55.61,0.56,6.58,4.48,10,7,48,1,54.94,0.68,6.58,4.48,10,7,48,1,54.67,0.68,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,19,19,19,41701,3,54.42,54.05,54.05,-1.1,-0.53,-0.29,-0.21,-0.33,-0.23,0.12,-0.12,-0.12,1.62,1.42,1.23,2.2,1.72,1.47,0.42,0.54,0.54,55.14,55.14,55.14,58,58,58,48,48,48,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,-1,0.1,48,0
623579304,0,0.23,0,1,0,0,0,8.36,0,1.22,2.38,3,3,0,0,6.07,1.96,4.65,8.82,11,6,40,1,13.75,1.9,19,4,4,2,2,2,2,2,2,19,4,4,19,19,7,19,19,6,41701,3,8.22,0,29.28,-0.11,-1.41,2.72,0.02,0.03,0.16,0,0.19,0.34,0.16,3.54,12.72,0.12,0.37,0.79,0,0.45,1.3,8.5,8.5,33.5,8.5,8.5,33.5,0,0,40,4,7,10,0,0,1,0,0,1,0,0,0,0,0,0,1,2,2,2,4,6,0,0,0,0,0,0,0,0,15.07,0.14,40,0
623579309,1,22.63,4.8,11,7,58,1,63.93,0.21,87.37,12.1,46,14,58,1,53.62,0.14,125.4,12.1,66,14,58,1,42.89,0.1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,19,41701,3,58.9,29.35,13.15,-2.25,-6.26,-6.77,3.84,4.45,1.46,-0.48,0.03,-0.21,3.4,14.29,20.94,6.96,11.22,10.29,2.4,2.2,1.98,66,66,66,66,66,66,58,58,58,4,7,10,0,2,2,0,2,2,0,1,1,0,0,0,0,1,1,3,6,9,0,0,0.03,0,0.09,0.06,0,0,-0.63,0.26,58,1
623579310,0,0.32,0.2,1,1,58,1,66.1,0.63,1.2,0.33,3,2,58,1,65.93,0.28,1.35,0.33,4,2,58,1,65.62,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,66.1,65.3,64.9,0,-0.11,-0.17,-0.09,0.03,-0.01,-0.06,-0.01,-0.01,0,0.31,0.56,0.16,0.31,0.27,0.1,0.08,0.07,66.1,66.1,66.1,66.1,66.1,66.1,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,0,0,0,0,0,0,0,0,-0.33,0.08,58,1
623579311,0,51.18,17.12,33,16,77,2,50.37,0.33,82.67,47.43,45,26,77,2,37.95,0.57,109.48,58.22,57,35,77,2,27.2,0.53,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2,2,2,41701,3,35,16.8,0.1,-11.43,-8.61,-7.56,4.41,-0.31,-0.7,1.58,0.81,-0.17,14.93,18.97,23.29,9.64,8.51,8.36,3.45,7.94,6.87,57.46,57.46,57.46,67.7,67.7,67.7,58,58,58,4,7,10,1,1,1,1,1,1,0,0,0,0,0,0,3,6,8,4,7,9,0,0,0,0,0,0,0,0,-0.58,0.26,77,0
623579312,0,6.83,2.67,4,3,205,2,8.58,0.39,62.3,3.5,15,4,363,4,24.27,0.06,138.03,7.07,53,9,363,4,28.81,0.05,2,2,2,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,41701,3,1.05,64.93,6.32,-4.5,9.33,4.39,-0.09,5.18,4.11,0.27,-0.01,0.12,10.68,30.57,29.55,2.01,16.5,18.67,1.33,1,1.12,23.71,69.83,69.83,23.71,69.83,69.83,175,175,175,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,9,0,0,0,0,0,0,0,0,0.65,0.18,363,0
623579313,0,91.78,21.4,26,13,101,3,48.81,0.23,129.77,22.65,55,16,131,4,34.96,0.17,142.18,28.25,60,23,131,4,25.12,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,41701,3,28.22,9.56,1.57,-15.64,-10.16,-7.64,1.75,-1.38,-2.43,0.41,-1.03,-0.5,20.55,22.87,24.49,11.53,10.92,11.66,3.48,3.63,3.16,59.04,59.04,59.04,72.5,72.5,72.5,54,54,54,4,7,10,4,7,9,4,7,9,2,3,4,0,0,0,1,1,1,4,7,10,0.02,0.01,0.01,0.06,0.05,0.07,0,0,-0.75,0.34,131,0
623579314,0,1.9,0,4,0,175,1,8.24,0,7.27,0,8,0,175,1,5.4,0,8.33,1.88,9,1,175,1,3.97,0.23,19,19,9,2,2,2,2,2,2,19,19,9,0,0,0,19,19,19,41701,3,5.79,0.96,0,-1.55,-1.76,-1.22,0.49,0.26,0.01,0,0,0.1,2.11,3.89,3.93,0.72,1.27,1.13,0,0,0.6,10,10,10,10,10,10,175,175,175,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,5,0,0.1,0.09,0,0,0,0,0,0,0.12,175,0
623579316,1,30.23,0,7,0,58,1,59.58,0,47.5,6.82,21,4,58,1,46.23,0.14,47.85,6.82,22,4,58,1,38.31,0.14,19,5,5,1,1,1,1,1,1,19,5,5,0,0,0,19,19,19,41701,3,52.04,25.04,19.72,-4.29,-7.64,-5.96,6.59,0.84,-0.56,0,0.52,0.05,5.81,17.23,18.99,11.19,8.25,7.47,0,2.22,1.88,60.22,60.22,60.22,66.2,66.2,66.2,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,7,8,0,0.02,0.02,0,0,0,0,0,0,0.16,58,1
623579320,0,17.97,0.2,6,1,58,1,40.68,0.01,24.35,2.68,17,4,58,1,28.06,0.11,25.6,4.2,20,7,58,1,22.12,0.16,3,3,3,1,1,1,1,1,1,3,3,3,0,0,0,19,19,19,41701,3,16.7,9.2,8,-11.95,-8.65,-5.46,-1.8,-0.84,-0.67,0.06,0.18,0.09,16.92,19.86,18.82,8.98,6.63,5.61,0.1,0.93,0.79,44.8,44.8,44.8,56.5,56.5,56.5,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,6,8,0,0,0,0,0,0,0,0,19,0.18,58,0
623579321,0,6.9,8.45,15,3,0,0,5.81,1.22,6.9,8.45,15,3,0,0,4.06,1.22,8.33,8.45,17,3,0,0,2.84,1.01,2,2,2,1,1,1,1,1,1,2,2,2,19,19,19,19,19,19,41701,3,1.72,1.72,0,-2.8,-1.38,-0.98,0.66,-0.25,-0.17,2.45,-0.02,-0.16,3.62,3.37,3.38,1.18,1.24,1.12,3.93,3,2.52,7.36,7.36,7.36,10,10,10,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,-1,0.1,0,1
623579329,0,0.13,10.32,2,5,58,1,67.7,77.45,1.53,397.37,7,64,58,1,67.13,259.21,3.48,585.45,13,95,58,1,66.31,168.09,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,19,19,19,41701,3,67.4,65.6,63.8,-0.18,-0.37,-0.5,-0.01,0.12,0.1,3.03,25.5,7.95,0.24,0.85,1.57,0.06,0.34,0.63,5.05,70.15,64,67.7,67.7,67.7,68,68,68,58,58,58,4,7,10,2,4,4,0,0,0,2,4,4,0,0,0,0,0,0,2,5,6,0,0.41,0.18,128.38,80.06,35.24,0,0,1.33,0.3,58,0
623579347,0,14.08,0,5,0,58,1,64.8,0,51.9,3.92,13,6,58,1,58.69,0.08,66.2,4.22,20,7,58,1,52.68,0.06,19,4,4,0,0,0,0,0,0,19,4,4,0,0,0,19,19,19,41701,3,61.2,44.4,37.6,-2.4,-3.93,-3.9,1.98,2.46,0.39,0,0.24,0.03,3.3,8.74,12.03,5.26,6.25,5.97,0,0.83,0.72,67.6,67.6,67.6,67.6,67.6,67.6,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,0,0,-0.07,0.2,58,0
623579348,0,5.63,7.72,7,7,48,1,55.54,1.37,22.58,14.13,22,16,48,1,51.91,0.63,32.83,24.67,30,25,48,1,48.08,0.75,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,19,41701,3,54.62,44.45,38.3,-0.81,-2.14,-2.37,-0.46,0.69,0.19,1.69,0.32,0.29,1.1,4.82,7.32,0.93,2.86,2.73,2.27,1.87,2.13,55.99,55.99,55.99,56.88,56.88,56.88,48,48,48,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0.21,0.32,48,0
623579349,1,2.28,4.28,4,3,198,1,8.53,1.88,2.28,4.28,4,3,198,1,6.14,1.88,3.8,4.6,7,4,198,1,4.94,1.21,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,19,19,19,41701,3,7.95,2.95,0.58,-0.65,-1.31,-0.98,-0.16,-0.15,-0.01,-0.81,-0.37,-0.19,0.99,3.07,3.22,0.93,0.73,0.73,1.25,1.05,0.9,8.25,8.25,8.25,10,10,10,198,198,198,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,5,0,0,0,0,0,0,0,0,-0.93,0.14,198,0
623579350,0,4.05,26.45,6,16,58,1,64.63,6.53,7.6,69.08,8,23,58,1,62.64,9.09,7.6,75.63,8,27,58,1,61.85,9.95,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,19,41701,3,62,60,60,-1.89,-1.33,-0.79,0.13,-0.07,-0.16,5.18,2.7,-0.01,2.64,3.1,2.83,1.01,1.38,1.25,8.32,7.45,7.21,66.9,66.9,66.9,66.9,66.9,66.9,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,29,1,0.05,0.26,58,0
623579351,0,3.88,4.73,6,8,58,1,64.1,1.22,4.73,5.77,8,11,58,1,60.97,1.22,27.18,6.53,17,13,58,1,53.66,0.24,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,19,41701,3,61.4,54.8,22.8,-1.88,-2.11,-4.21,-0.44,-0.26,1.05,-0.42,-0.25,-0.16,2.43,4.71,14.61,0.87,0.77,6.78,2.28,1.68,1.41,64.8,64.8,64.8,67.1,67.1,67.1,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,6,8,0,0,0,0,0,0,0,0,-0.67,0.18,58,0
623579352,0,55.65,3.52,23,2,47,1,18.65,0.06,79.85,6.57,32,4,47,1,11.74,0.08,114.48,12.75,47,11,67,2,9.62,0.11,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,7,41701,3,10.03,1.63,3.04,-6.39,-4.69,-2.47,1,-1.68,-0.36,-0.06,-0.02,0.11,8.32,10.47,9.5,6.97,7.66,7.61,1.04,0.91,1.29,22.03,22.03,22.03,28.63,28.63,28.63,47,47,47,4,7,10,4,6,9,4,6,9,2,4,6,0,0,0,0,0,0,4,6,9,0,0,0,0.88,0.87,0.91,0,0,0.69,0.32,67,0
623579353,0,9.3,91.18,5,14,112,2,120.7,9.8,25.52,174.4,12,26,112,2,117.09,6.83,43.38,251.67,22,45,112,2,113.28,5.8,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,19,19,19,41701,3,117.2,109.2,100.2,-1.48,-2.26,-2.49,2.74,1.28,0.83,19.1,4.66,2.06,2.34,5.05,7.69,4.48,4.07,4.29,26.56,19.12,19.18,122,122,122,122,122,122,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,0,0,0,0,0,0,0,0,0.2,0.14,112,0
623579358,0,0.65,1.65,1,1,67,2,49.02,2.54,8.1,1.65,10,1,67,2,37.05,0.2,25.62,5.02,28,6,67,2,29.41,0.2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,41701,3,23.51,19.04,8.53,-10.39,-7.98,-6.01,0.07,0.61,0.78,0.17,-0.06,0.12,17.01,19.2,19.97,0.33,1.52,3.12,0.83,0.62,0.89,57.48,57.48,57.48,58,58,58,48,48,48,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,0,0,0,0,0,0,0,0,1.04,0.18,67,0
623579359,0,37.17,12.85,19,4,58,1,58.65,0.35,56.4,29.42,28,10,58,1,47.69,0.52,56.4,29.42,28,10,58,1,42.74,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,40.75,31.2,31.2,-7.93,-7.01,-4.48,7.91,0.51,-0.85,1.62,0.31,-0.43,12.04,16.14,15.39,12.73,9.85,8.93,3.24,4.74,4.37,64.9,64.9,64.9,66.4,66.4,66.4,58,58,58,4,7,10,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,0.06,0.05,0.05,0,0,-0.87,0.18,58,0
623579367,0,0,0,0,0,199,2,10,999,0,0,0,0,199,2,10,999,0,0,0,0,199,2,10,999,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,19,19,19,41701,3,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,198,198,198,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0
623579368,0,5.82,0,9,0,48,1,55.24,0,85.8,0,13,0,48,1,41.21,0,85.8,0,13,0,48,1,30.81,0,19,19,19,0,0,0,0,0,0,19,19,19,0,0,0,19,19,19,41701,3,54.51,6.52,6.52,-0.87,-8.88,-7.43,-0.77,5.26,0.23,0,0,0,1.46,23.72,25.61,2.31,29.92,25.13,0,0,0,54.51,54.51,54.51,57.42,57.42,57.42,48,48,48,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0.52,0.52,0,0,0,0,0,0,0.1,48,1
623579370,0,0.38,0,1,0,175,1,9.83,0,2.42,0,6,0,209,2,8.81,0,2.75,0,7,0,209,2,8.13,0,19,19,19,2,2,2,2,2,2,19,19,19,0,0,0,19,3,3,41701,3,9.66,6.84,6.54,-0.14,-0.6,-0.49,0.04,0.13,0.01,0,0,0,0.2,1.42,1.6,0.19,0.76,0.64,0,0,0,10,10,10,10,10,10,175,175,175,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,3,5,0,0,0,0,0,0,0,0,0,0.06,209,0
623579414,0,25.87,17.38,7,7,13,1,4.01,0.67,31.2,19.38,10,10,33,2,2.83,0.62,50.73,77.3,18,13,53,3,2.54,1.52,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,19,3,3,41701,3,0.01,0.01,0.16,-3.55,-1.36,-0.64,0.56,-1.1,-0.35,-0.69,-0.84,2.05,4.8,3.91,3.51,7.03,5.85,7.21,6,4.72,12.71,5.8,5.8,5.8,10,10,10,13,20,20,3,6,9,3,4,5,3,4,5,2,2,3,0,0,0,0,0,0,2,3,4,0,0,0,1.03,0.85,1.29,0,0,2.45,0.22,53,0
623579417,0,7.3,1.8,2,1,123,1,4.55,0.25,10.23,3.55,6,3,193,2,31.92,0.35,12.98,3.55,8,3,193,2,42,0.27,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,41701,3,1.24,67.72,64.42,-2.63,13.14,8.7,0.02,-0.22,-0.14,0.54,0.12,-0.02,3.78,34.24,32.34,2.56,1.94,1.77,0.9,0.87,0.75,3.48,69.78,69.78,10,69.78,69.78,123,123,123,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,0,0,-0.03,0.1,193,0
623579418,0,56.57,4,32,9,58,1,51.4,0.07,114.28,15.87,72,20,58,1,35.11,0.14,139.85,26.07,87,29,68,2,25.04,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,7,41701,3,33.7,6.9,0.2,-10.54,-10.63,-7.88,2.61,0.85,-0.78,-0.09,0.65,0.48,13.97,23.18,24.95,14.27,13.09,11.7,1.31,2.22,3.13,53.8,53.8,53.8,67.7,67.7,67.7,58,58,58,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0.03,0.01,0.01,0,0,0,0,0,0.99,0.28,68,0
